restaurantId,tableName,tableId,serviceId,courseId
16,10,438,37,70
16,11,439,37,70
16,8,440,37,70
16,9,441,37,70
16,12,442,37,70
16,1,443,37,70
16,2,444,37,70
16,3,445,37,70
16,4,446,37,70
16,5,447,37,70
16,6,448,37,70
16,7,449,37,70
16,13,450,37,70
16,14,451,37,70
16,15,452,37,70
16,16,453,37,70
16,17,454,37,70
16,18,455,37,70
16,19,456,37,70
16,20,457,37,70
16,21,458,37,70
16,22,459,37,70
16,23,460,37,70
16,24,461,37,70
16,25,462,37,70
16,26,463,37,70
16,27,464,37,70
16,28,465,37,70
