restaurantId,tableName,tableId,serviceId,courseId
5,1,230,11,21
5,2,231,11,21
5,3,232,11,21
5,4,233,11,21
5,5,234,11,21
5,6,235,11,21
5,9,236,11,21
5,7,237,11,21
5,8,238,11,21
5,11,239,11,21
5,12,240,11,21
5,13,241,11,21
5,10,242,11,21
5,14,243,11,21
5,15,244,11,21
5,A,245,11,21
5,B,246,11,21
5,C,247,11,21
5,D,248,11,21
5,E,249,11,21
5,F,250,11,21
